Gene,Reliability,Locations
ENSG00000135577,Supported,"{'Plasma membrane', 'Cytosol'}"
ENSG00000135587,Approved,"{'Plasma membrane', 'Cell Junctions', 'Vesicles'}"
ENSG00000135597,Approved,"{'Plasma membrane', 'Vesicles', 'Cytosol'}"
ENSG00000135605,Supported,{'Plasma membrane'}
ENSG00000135622,Approved,"{'Plasma membrane', 'Centrosome', 'Nucleoplasm'}"
ENSG00000135624,Approved,{'Cytosol'}
ENSG00000135631,Enhanced,"{'Vesicles', 'Centriolar satellite'}"
ENSG00000135632,Approved,{'Mitochondria'}
ENSG00000135636,Supported,"{'Plasma membrane', 'Centriolar satellite'}"
ENSG00000135638,Supported,{'Nucleoli'}
ENSG00000135643,Approved,{'Cytosol'}
ENSG00000135655,Enhanced,{'Cytosol'}
ENSG00000135679,Supported,{'Nucleoplasm'}
ENSG00000135686,Approved,{'Cytosol'}
ENSG00000135698,Supported,"{'Nucleoli', 'Nucleoplasm'}"
ENSG00000135720,Approved,"{'Cytosol', 'Centrosome'}"
ENSG00000135722,Approved,{'Golgi apparatus'}
ENSG00000135723,Supported,{'Cytosol'}
ENSG00000135736,Approved,"{'Nuclear bodies', 'Nucleoplasm'}"
ENSG00000135740,Approved,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000135749,Approved,{'Endoplasmic reticulum'}
ENSG00000135750,Approved,{'Vesicles'}
ENSG00000135763,Enhanced,{'Nucleoli'}
ENSG00000135775,Approved,{'Golgi apparatus'}
ENSG00000135778,Approved,{'Cytosol'}
ENSG00000135801,Supported,"{'Cytoplasmic bodies', 'Nuclear speckles'}"
ENSG00000135821,Supported,"{'Mitochondria', 'Cytosol'}"
ENSG00000135823,Enhanced,"{'Golgi apparatus', 'Nucleoplasm'}"
ENSG00000135828,Supported,{'Cytosol'}
ENSG00000135829,Supported,{'Nucleoplasm'}
ENSG00000135835,Approved,"{'Nuclear membrane', 'Vesicles'}"
ENSG00000135837,Enhanced,{'Centrosome'}
ENSG00000135838,Approved,"{'Plasma membrane', 'Vesicles'}"
ENSG00000135842,Supported,"{'Plasma membrane', 'Cytosol'}"
ENSG00000135862,Approved,"{'Plasma membrane', 'Endoplasmic reticulum'}"
ENSG00000135870,Supported,"{'Plasma membrane', 'Cytosol'}"
ENSG00000135899,Supported,{'Nucleoplasm'}
ENSG00000135900,Approved,"{'Plasma membrane', 'Mitochondria', 'Nucleoplasm'}"
ENSG00000135902,Supported,"{'Plasma membrane', 'Cytosol', 'Nucleoplasm'}"
ENSG00000135903,Enhanced,{'Nucleoplasm'}
ENSG00000135905,Supported,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000135912,Approved,{'Mitochondria'}
ENSG00000135913,Approved,"{'Nucleoli', 'Nucleoplasm'}"
ENSG00000135914,Supported,{'Nucleoplasm'}
ENSG00000135917,Approved,"{'Plasma membrane', 'Cytosol', 'Nucleoplasm'}"
ENSG00000135924,Enhanced,{'Nuclear membrane'}
ENSG00000135926,Supported,{'Vesicles'}
ENSG00000135929,Supported,{'Mitochondria'}
ENSG00000135930,Enhanced,"{'Mitochondria', 'Cytosol'}"
ENSG00000135932,Approved,"{'Nucleoli fibrillar center', 'Cytosol'}"
ENSG00000135940,Enhanced,{'Mitochondria'}
ENSG00000135945,Approved,{'Cytosol'}
ENSG00000135951,Approved,{'Cytosol'}
ENSG00000135953,Approved,{'Nucleoli'}
ENSG00000135966,Approved,{'Vesicles'}
ENSG00000135968,Enhanced,"{'Golgi apparatus', 'Nucleoplasm'}"
ENSG00000135972,Enhanced,{'Mitochondria'}
ENSG00000135974,Supported,"{'Mitochondria', 'Nucleoplasm'}"
ENSG00000135976,Approved,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000135999,Approved,{'Nuclear speckles'}
ENSG00000136003,Supported,{'Cytosol'}
ENSG00000136010,Enhanced,{'Mitochondria'}
ENSG00000136011,Supported,{'Cytosol'}
ENSG00000136014,Approved,"{'Microtubules', 'Nucleoli fibrillar center'}"
ENSG00000136040,Approved,{'Mitochondria'}
ENSG00000136045,Approved,"{'Nucleoli', 'Golgi apparatus'}"
ENSG00000136051,Enhanced,{'Nucleoplasm'}
ENSG00000136068,Supported,"{'Plasma membrane', 'Cytosol', 'Golgi apparatus', 'Actin filaments'}"
ENSG00000136098,Approved,{'Microtubules'}
ENSG00000136100,Supported,"{'Plasma membrane', 'Cell Junctions', 'Vesicles', 'Lysosomes'}"
ENSG00000136104,Enhanced,{'Nucleoplasm'}
ENSG00000136108,Approved,{'Microtubules'}
ENSG00000136111,Supported,{'Cytosol'}
ENSG00000136114,Supported,{'Cytosol'}
ENSG00000136122,Approved,"{'Nucleoli fibrillar center', 'Cytosol', 'Nucleoplasm'}"
ENSG00000136141,Approved,"{'Nucleoli', 'Actin filaments', 'Cytosol'}"
ENSG00000136143,Enhanced,{'Mitochondria'}
ENSG00000136144,Approved,{'Nucleoplasm'}
ENSG00000136146,Supported,{'Nucleoplasm'}
ENSG00000136147,Supported,"{'Nuclear membrane', 'Nucleoplasm'}"
ENSG00000136152,Supported,"{'Plasma membrane', 'Golgi apparatus', 'Cytosol', 'Nucleoplasm'}"
ENSG00000136153,Supported,"{'Actin filaments', 'Cytosol'}"
ENSG00000136155,Supported,"{'Plasma membrane', 'Cytosol', 'Nucleoplasm'}"
ENSG00000136156,Enhanced,"{'Vesicles', 'Golgi apparatus'}"
ENSG00000136158,Supported,"{'Microtubules', 'Actin filaments'}"
ENSG00000136159,Supported,{'Nucleoplasm'}
ENSG00000136160,Supported,{'Plasma membrane'}
ENSG00000136161,Approved,"{'Golgi apparatus', 'Nucleoplasm'}"
ENSG00000136167,Approved,"{'Plasma membrane', 'Actin filaments', 'Cytosol'}"
ENSG00000136169,Approved,{'Nucleoplasm'}
ENSG00000136193,Approved,{'Cytosol'}
ENSG00000136197,Supported,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000136205,Enhanced,{'Focal adhesion sites'}
ENSG00000136213,Approved,{'Golgi apparatus'}
ENSG00000136231,Supported,{'Cytosol'}
ENSG00000136237,Supported,"{'Nuclear bodies', 'Nucleoplasm'}"
ENSG00000136238,Approved,"{'Nucleoli', 'Cytosol', 'Nucleoplasm'}"
ENSG00000136243,Supported,{'Nucleoplasm'}
ENSG00000136244,Approved,{'Vesicles'}
ENSG00000136247,Approved,{'Nuclear bodies'}
ENSG00000136261,Approved,"{'Plasma membrane', 'Actin filaments', 'Cytosol'}"
ENSG00000136270,Enhanced,{'Mitochondria'}
ENSG00000136271,Supported,{'Nucleoli'}
ENSG00000136274,Approved,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000136279,Supported,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000136280,Enhanced,{'Mitochondria'}
ENSG00000136319,Supported,{'Nucleoplasm'}
ENSG00000136327,Approved,"{'Plasma membrane', 'Nucleoplasm'}"
ENSG00000136367,Approved,"{'Nucleoli fibrillar center', 'Nucleoplasm'}"
ENSG00000136371,Supported,{'Cytosol'}
ENSG00000136378,Supported,{'Vesicles'}
ENSG00000136381,Approved,"{'Cell Junctions', 'Cytosol'}"
ENSG00000136383,Approved,{'Nucleoplasm'}
ENSG00000136436,Supported,"{'Vesicles', 'Cytosol'}"
ENSG00000136444,Approved,"{'Plasma membrane', 'Cytosol', 'Nucleoplasm'}"
ENSG00000136448,Supported,"{'Plasma membrane', 'Cytosol'}"
ENSG00000136449,Approved,{'Vesicles'}
ENSG00000136450,Approved,{'Nucleoplasm'}
ENSG00000136451,Enhanced,{'Nucleoplasm'}
ENSG00000136463,Enhanced,{'Mitochondria'}
ENSG00000136478,Approved,{'Nucleoplasm'}
ENSG00000136485,Supported,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000136490,Supported,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000136492,Supported,"{'Nuclear membrane', 'Nucleoplasm'}"
ENSG00000136504,Supported,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000136514,Supported,{'Nucleoplasm'}
ENSG00000136518,Enhanced,{'Nucleoplasm'}
ENSG00000136521,Supported,"{'Mitochondria', 'Nucleoplasm'}"
ENSG00000136522,Supported,{'Mitochondria'}
ENSG00000136527,Enhanced,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000136536,Supported,"{'Plasma membrane', 'Cytosol'}"
ENSG00000136541,Approved,"{'Cell Junctions', 'Cytosol'}"
ENSG00000136542,Approved,"{'Nucleoli', 'Vesicles', 'Golgi apparatus', 'Cytosol'}"
ENSG00000136560,Supported,"{'Nucleoli', 'Cytosol'}"
ENSG00000136573,Approved,{'Nucleoplasm'}
ENSG00000136574,Supported,{'Nuclear bodies'}
ENSG00000136603,Approved,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000136628,Enhanced,{'Cytosol'}
ENSG00000136630,Approved,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000136631,Approved,{'Microtubules'}
ENSG00000136636,Approved,{'Cytosol'}
ENSG00000136643,Enhanced,"{'Lysosomes', 'Endosomes'}"
ENSG00000136682,Approved,{'Plasma membrane'}
ENSG00000136689,Approved,"{'Centrosome', 'Cytosol', 'Nucleoplasm'}"
ENSG00000136699,Approved,"{'Nuclear membrane', 'Cytosol'}"
ENSG00000136709,Enhanced,"{'Nucleoli fibrillar center', 'Nucleoplasm'}"
ENSG00000136710,Supported,"{'Plasma membrane', 'Vesicles'}"
ENSG00000136715,Supported,{'Nuclear speckles'}
ENSG00000136717,Supported,{'Cytosol'}
ENSG00000136718,Enhanced,{'Nucleoli'}
ENSG00000136720,Approved,"{'Nuclear speckles', 'Nucleoplasm'}"
ENSG00000136732,Supported,{'Plasma membrane'}
ENSG00000136738,Supported,{'Vesicles'}
ENSG00000136754,Enhanced,"{'Plasma membrane', 'Cell Junctions', 'Cytosol'}"
ENSG00000136758,Supported,{'Mitochondria'}
ENSG00000136770,Approved,{'Endoplasmic reticulum'}
ENSG00000136807,Approved,"{'Cytoplasmic bodies', 'Nucleoplasm'}"
ENSG00000136810,Enhanced,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000136811,Supported,{'Centrosome'}
ENSG00000136813,Supported,{'Nucleoplasm'}
ENSG00000136816,Approved,"{'Cytosol', 'Nuclear speckles'}"
ENSG00000136819,Enhanced,{'Nucleoplasm'}
ENSG00000136824,Supported,"{'Nucleoli', 'Nucleoplasm'}"
ENSG00000136826,Supported,{'Nucleoplasm'}
ENSG00000136827,Supported,"{'Nuclear membrane', 'Vesicles'}"
ENSG00000136830,Enhanced,"{'Plasma membrane', 'Cytosol', 'Nucleoplasm'}"
ENSG00000136840,Approved,"{'Golgi apparatus', 'Nucleoplasm'}"
ENSG00000136854,Approved,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000136856,Approved,{'Vesicles'}
ENSG00000136859,Approved,{'Golgi apparatus'}
ENSG00000136861,Enhanced,"{'Cell Junctions', 'Centrosome'}"
ENSG00000136866,Approved,"{'Vesicles', 'Nucleoplasm'}"
ENSG00000136867,Approved,"{'Intermediate filaments', 'Plasma membrane', 'Nuclear speckles'}"
ENSG00000136869,Supported,"{'Plasma membrane', 'Golgi apparatus'}"
ENSG00000136870,Approved,{'Intermediate filaments'}
ENSG00000136875,Enhanced,{'Nuclear speckles'}
ENSG00000136878,Approved,"{'Plasma membrane', 'Cytosol', 'Nucleoplasm'}"
ENSG00000136883,Approved,{'Nucleoplasm'}
ENSG00000136888,Approved,"{'Nucleoli', 'Nucleoplasm'}"
ENSG00000136895,Approved,"{'Vesicles', 'Nucleoplasm'}"
ENSG00000136925,Approved,{'Nucleoplasm'}
ENSG00000136929,Enhanced,{'Nucleoplasm'}
ENSG00000136930,Supported,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000136932,Approved,{'Nucleoplasm'}
ENSG00000136935,Enhanced,{'Golgi apparatus'}
ENSG00000136936,Approved,"{'Cytokinetic bridge', 'Nucleoplasm'}"
ENSG00000136937,Supported,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000136938,Enhanced,"{'Centrosome', 'Cytosol', 'Nucleoplasm'}"
ENSG00000136940,Approved,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000136942,Approved,"{'Endoplasmic reticulum', 'Cytosol'}"
ENSG00000136943,Approved,"{'Plasma membrane', 'Nucleoli fibrillar center', 'Cytosol', 'Nucleoplasm'}"
ENSG00000136944,Approved,{'Nucleoplasm'}
ENSG00000136960,Approved,"{'Golgi apparatus', 'Actin filaments', 'Nucleoplasm'}"
ENSG00000136982,Approved,{'Nucleoplasm'}
ENSG00000136986,Supported,{'Endoplasmic reticulum'}
ENSG00000136997,Enhanced,{'Nucleoplasm'}
ENSG00000136999,Enhanced,{'Vesicles'}
ENSG00000137040,Supported,{'Vesicles'}
ENSG00000137054,Supported,"{'Nucleoli fibrillar center', 'Nucleoplasm'}"
ENSG00000137055,Supported,"{'Plasma membrane', 'Cytosol', 'Nucleoplasm'}"
ENSG00000137073,Approved,{'Cytosol'}
ENSG00000137074,Supported,"{'Nucleoli', 'Nucleoplasm'}"
ENSG00000137075,Supported,{'Nucleoplasm'}
ENSG00000137076,Supported,"{'Focal adhesion sites', 'Plasma membrane', 'Cytosol', 'Centriolar satellite'}"
ENSG00000137094,Approved,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000137100,Supported,{'Cytosol'}
ENSG00000137101,Approved,"{'Mitochondria', 'Nucleoplasm'}"
ENSG00000137103,Approved,{'Vesicles'}
ENSG00000137106,Approved,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000137124,Supported,"{'Mitochondria', 'Vesicles', 'Nucleoplasm'}"
ENSG00000137133,Enhanced,{'Mitochondria'}
ENSG00000137142,Approved,"{'Vesicles', 'Nucleoplasm'}"
ENSG00000137145,Supported,"{'Vesicles', 'Golgi apparatus', 'Cytosol'}"
ENSG00000137154,Enhanced,"{'Endoplasmic reticulum', 'Cytosol'}"
ENSG00000137166,Approved,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000137168,Approved,{'Nucleoli'}
ENSG00000137171,Approved,"{'Mitochondria', 'Cytosol'}"
ENSG00000137185,Approved,{'Nucleoplasm'}
ENSG00000137193,Supported,"{'Nucleoli', 'Cytosol'}"
ENSG00000137200,Enhanced,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000137203,Enhanced,{'Nucleoplasm'}
ENSG00000137207,Enhanced,"{'Golgi apparatus', 'Nucleoplasm'}"
ENSG00000137216,Enhanced,"{'Plasma membrane', 'Actin filaments'}"
ENSG00000137221,Enhanced,{'Golgi apparatus'}
ENSG00000137261,Approved,{'Vesicles'}
ENSG00000137265,Supported,{'Nucleoplasm'}
ENSG00000137266,Approved,"{'Vesicles', 'Cytosol', 'Nucleoplasm'}"
ENSG00000137267,Supported,{'Microtubules'}
ENSG00000137269,Supported,{'Cytosol'}
ENSG00000137270,Approved,{'Vesicles'}
ENSG00000137274,Approved,{'Mitochondria'}
ENSG00000137275,Enhanced,"{'Plasma membrane', 'Cytosol'}"
ENSG00000137288,Supported,"{'Mitochondria', 'Nuclear bodies'}"
ENSG00000137309,Approved,"{'Nucleoli', 'Nucleoplasm'}"
ENSG00000137312,Approved,"{'Plasma membrane', 'Vesicles', 'Golgi apparatus'}"
ENSG00000137337,Supported,"{'Nuclear bodies', 'Nucleoplasm'}"
ENSG00000137338,Approved,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000137343,Approved,"{'Golgi apparatus', 'Cytosol'}"
ENSG00000137393,Approved,{'Mitochondria'}
ENSG00000137404,Enhanced,{'Nuclear membrane'}
ENSG00000137411,Approved,{'Mitochondria'}
ENSG00000137413,Enhanced,{'Nucleoplasm'}
ENSG00000137414,Approved,{'Golgi apparatus'}
ENSG00000137434,Approved,"{'Intermediate filaments', 'Nuclear speckles'}"
ENSG00000137449,Approved,{'Cytosol'}
ENSG00000137462,Supported,"{'Mitochondria', 'Nucleoplasm'}"
ENSG00000137463,Supported,{'Mitochondria'}
ENSG00000137474,Approved,{'Cytosol'}
ENSG00000137478,Approved,"{'Focal adhesion sites', 'Plasma membrane', 'Actin filaments', 'Nuclear speckles'}"
ENSG00000137486,Supported,{'Nucleoplasm'}
ENSG00000137492,Approved,{'Nucleoplasm'}
ENSG00000137494,Approved,"{'Plasma membrane', 'Cytosol', 'Nucleoplasm'}"
ENSG00000137496,Approved,{'Endoplasmic reticulum'}
ENSG00000137497,Enhanced,{'Nucleoplasm'}
ENSG00000137500,Enhanced,{'Mitochondria'}
ENSG00000137501,Approved,"{'Plasma membrane', 'Golgi apparatus'}"
ENSG00000137502,Enhanced,{'Vesicles'}
ENSG00000137504,Approved,"{'Mitochondria', 'Nucleoplasm'}"
ENSG00000137507,Enhanced,{'Nucleoplasm'}
ENSG00000137509,Supported,{'Vesicles'}
ENSG00000137513,Approved,"{'Mitochondria', 'Cytosol', 'Nucleoplasm'}"
ENSG00000137522,Approved,"{'Vesicles', 'Golgi apparatus', 'Nucleoplasm'}"
ENSG00000137558,Approved,"{'Vesicles', 'Cytosol'}"
ENSG00000137571,Supported,"{'Plasma membrane', 'Vesicles'}"
ENSG00000137574,Supported,{'Cytosol'}
ENSG00000137575,Supported,"{'Nuclear membrane', 'Cytosol', 'Nucleoplasm'}"
ENSG00000137601,Supported,"{'Centriolar satellite', 'Cytosol', 'Nucleoplasm'}"
ENSG00000137628,Supported,"{'Intermediate filaments', 'Cytosol'}"
ENSG00000137648,Approved,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000137656,Enhanced,{'Nucleoplasm'}
ENSG00000137673,Approved,"{'Vesicles', 'Nucleoplasm'}"
ENSG00000137691,Approved,{'Centrosome'}
ENSG00000137692,Approved,"{'Nucleoli', 'Nucleoplasm'}"
ENSG00000137693,Supported,"{'Nucleoli', 'Nucleoplasm'}"
ENSG00000137699,Supported,"{'Intermediate filaments', 'Nucleoplasm'}"
ENSG00000137700,Approved,{'Mitochondria'}
ENSG00000137707,Approved,"{'Endoplasmic reticulum', 'Golgi apparatus'}"
ENSG00000137709,Approved,"{'Plasma membrane', 'Nucleoli', 'Nuclear bodies', 'Nucleoplasm', 'Cytosol'}"
ENSG00000137710,Supported,{'Plasma membrane'}
ENSG00000137713,Approved,"{'Plasma membrane', 'Nucleoplasm', 'Cytosol', 'Centrosome'}"
ENSG00000137714,Enhanced,{'Mitochondria'}
ENSG00000137720,Enhanced,{'Nucleoplasm'}
ENSG00000137726,Approved,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000137727,Approved,{'Mitochondria'}
ENSG00000137731,Approved,{'Mitochondria'}
ENSG00000137752,Supported,{'Cytosol'}
ENSG00000137760,Supported,"{'Nuclear bodies', 'Nucleoplasm'}"
ENSG00000137764,Approved,"{'Nucleoli', 'Microtubules'}"
ENSG00000137767,Supported,{'Mitochondria'}
ENSG00000137770,Enhanced,{'Nucleoplasm'}
ENSG00000137776,Enhanced,"{'Nuclear bodies', 'Nucleoplasm'}"
ENSG00000137801,Approved,{'Plasma membrane'}
ENSG00000137802,Supported,"{'Nucleoli', 'Nucleoplasm'}"
ENSG00000137804,Supported,"{'Nucleoli fibrillar center', 'Nucleoplasm'}"
ENSG00000137806,Enhanced,{'Cytosol'}
ENSG00000137807,Enhanced,"{'Mitotic spindle', 'Midbody ring', 'Nucleoplasm'}"
ENSG00000137812,Enhanced,"{'Nuclear bodies', 'Nucleoplasm'}"
ENSG00000137814,Approved,"{'Centrosome', 'Cytosol', 'Nucleoplasm'}"
ENSG00000137815,Approved,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000137817,Approved,{'Plasma membrane'}
ENSG00000137818,Supported,"{'Endoplasmic reticulum', 'Cytosol'}"
ENSG00000137819,Approved,{'Vesicles'}
ENSG00000137822,Supported,{'Centrosome'}
ENSG00000137824,Enhanced,"{'Cytokinetic bridge', 'Mitochondria'}"
ENSG00000137825,Approved,{'Vesicles'}
ENSG00000137831,Supported,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000137834,Supported,"{'Nuclear bodies', 'Nucleoplasm'}"
ENSG00000137841,Approved,{'Cytosol'}
ENSG00000137842,Approved,"{'Nucleoplasm', 'Cytoplasmic bodies', 'Nucleoli fibrillar center', 'Nuclear bodies'}"
ENSG00000137843,Approved,"{'Nucleoli fibrillar center', 'Nucleoplasm'}"
ENSG00000137845,Supported,"{'Plasma membrane', 'Vesicles'}"
ENSG00000137869,Approved,{'Mitochondria'}
ENSG00000137871,Approved,"{'Nucleoplasm', 'Golgi apparatus', 'Cytosol', 'Centrosome'}"
ENSG00000137872,Approved,{'Plasma membrane'}
ENSG00000137876,Enhanced,"{'Nucleoli', 'Nucleoplasm'}"
ENSG00000137878,Approved,{'Nucleoplasm'}
ENSG00000137880,Supported,{'Nucleoplasm'}
ENSG00000137936,Approved,"{'Plasma membrane', 'Cytosol', 'Centrosome'}"
ENSG00000137942,Supported,{'Cytosol'}
ENSG00000137944,Approved,"{'Nucleoli', 'Cytosol'}"
ENSG00000137947,Supported,"{'Nuclear bodies', 'Nucleoplasm'}"
ENSG00000137955,Approved,{'Vesicles'}
ENSG00000137959,Approved,{'Nucleoplasm'}
ENSG00000137960,Approved,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000137962,Approved,"{'Plasma membrane', 'Nucleoplasm', 'Cytosol', 'Centrosome'}"
ENSG00000137965,Approved,{'Nucleoplasm'}
ENSG00000137968,Approved,{'Cytosol'}
ENSG00000137975,Supported,"{'Plasma membrane', 'Cell Junctions', 'Nucleoplasm'}"
ENSG00000137992,Supported,{'Mitochondria'}
ENSG00000137996,Enhanced,{'Nucleoplasm'}
ENSG00000138002,Approved,{'Vesicles'}
ENSG00000138028,Approved,{'Golgi apparatus'}
ENSG00000138029,Supported,{'Mitochondria'}
ENSG00000138030,Approved,{'Cytosol'}
ENSG00000138032,Approved,"{'Nucleoli', 'Cytosol'}"
ENSG00000138035,Enhanced,{'Mitochondria'}
ENSG00000138036,Approved,{'Cytosol'}
ENSG00000138069,Supported,"{'Endoplasmic reticulum', 'Cytosol'}"
ENSG00000138071,Approved,{'Cytosol'}
ENSG00000138073,Approved,{'Endoplasmic reticulum'}
ENSG00000138074,Approved,{'Cell Junctions'}
ENSG00000138079,Approved,{'Mitochondria'}
ENSG00000138081,Supported,{'Nucleoplasm'}
ENSG00000138083,Approved,{'Nucleoplasm'}
ENSG00000138092,Supported,"{'Nuclear bodies', 'Nucleoplasm'}"
ENSG00000138095,Enhanced,{'Mitochondria'}
ENSG00000138100,Approved,"{'Plasma membrane', 'Cytosol'}"
ENSG00000138101,Approved,{'Mitochondria'}
ENSG00000138107,Approved,{'Microtubules'}
ENSG00000138111,Approved,"{'Golgi apparatus', 'Cytosol'}"
ENSG00000138119,Supported,"{'Plasma membrane', 'Vesicles'}"
ENSG00000138131,Approved,{'Vesicles'}
ENSG00000138134,Approved,{'Plasma membrane'}
ENSG00000138136,Approved,"{'Nuclear bodies', 'Nucleoplasm'}"
ENSG00000138138,Approved,"{'Mitochondria', 'Nucleoli'}"
ENSG00000138160,Supported,"{'Mitotic spindle', 'Cytosol'}"
ENSG00000138161,Approved,"{'Nucleoli', 'Vesicles'}"
ENSG00000138162,Supported,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000138172,Approved,"{'Mitochondria', 'Cytosol', 'Nucleoplasm'}"
ENSG00000138175,Supported,"{'Centrosome', 'Nucleoplasm'}"
ENSG00000138180,Supported,"{'Plasma membrane', 'Midbody', 'Centriolar satellite'}"
ENSG00000138182,Supported,"{'Cytokinetic bridge', 'Nucleoplasm', 'Cytosol', 'Midbody'}"
ENSG00000138190,Supported,"{'Vesicles', 'Nucleoplasm'}"
ENSG00000138193,Supported,{'Cytosol'}
ENSG00000138231,Enhanced,{'Nucleoplasm'}
ENSG00000138246,Supported,"{'Vesicles', 'Cytosol'}"
ENSG00000138271,Approved,"{'Mitochondria', 'Lipid droplets', 'Nucleoplasm'}"
ENSG00000138279,Approved,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000138286,Approved,{'Nucleoplasm'}
ENSG00000138303,Approved,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000138311,Supported,"{'Vesicles', 'Centriolar satellite'}"
ENSG00000138326,Approved,"{'Nuclear bodies', 'Endoplasmic reticulum', 'Cytosol'}"
ENSG00000138336,Supported,"{'Nuclear membrane', 'Nucleoplasm'}"
ENSG00000138346,Supported,{'Mitochondria'}
ENSG00000138347,Approved,"{'Vesicles', 'Cytosol', 'Nucleoplasm'}"
ENSG00000138363,Enhanced,"{'Plasma membrane', 'Cytosol'}"
ENSG00000138376,Supported,{'Nuclear speckles'}
ENSG00000138380,Approved,"{'Vesicles', 'Nucleoli fibrillar center', 'Cytosol'}"
ENSG00000138381,Approved,{'Cytosol'}
ENSG00000138382,Approved,"{'Nucleoli', 'Cytosol'}"
ENSG00000138385,Approved,{'Nucleoplasm'}
ENSG00000138386,Approved,"{'Plasma membrane', 'Golgi apparatus', 'Nucleoplasm'}"
ENSG00000138395,Approved,"{'Golgi apparatus', 'Nucleoplasm'}"
ENSG00000138398,Supported,{'Nuclear speckles'}
ENSG00000138399,Approved,{'Nucleoplasm'}
ENSG00000138413,Approved,"{'Nuclear bodies', 'Cytosol'}"
ENSG00000138430,Enhanced,{'Cytosol'}
ENSG00000138433,Supported,{'Nuclear speckles'}
ENSG00000138434,Supported,"{'Plasma membrane', 'Cytosol', 'Nucleoplasm'}"
ENSG00000138435,Supported,{'Plasma membrane'}
ENSG00000138439,Approved,"{'Centrosome', 'Nucleoplasm'}"
ENSG00000138442,Approved,"{'Plasma membrane', 'Nucleoli', 'Cytosol'}"
ENSG00000138443,Approved,"{'Vesicles', 'Nucleoplasm'}"
ENSG00000138448,Approved,{'Focal adhesion sites'}
ENSG00000138449,Approved,"{'Plasma membrane', 'Cytosol', 'Nucleoplasm'}"
ENSG00000138459,Approved,{'Golgi apparatus'}
ENSG00000138463,Supported,{'Vesicles'}
ENSG00000138468,Approved,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000138472,Approved,{'Focal adhesion sites'}
ENSG00000138495,Supported,{'Mitochondria'}
ENSG00000138496,Supported,"{'Mitochondria', 'Cytosol', 'Nucleoplasm'}"
ENSG00000138587,Approved,"{'Nuclear speckles', 'Nucleoplasm'}"
ENSG00000138592,Supported,"{'Golgi apparatus', 'Cytosol'}"
ENSG00000138593,Approved,{'Nucleoplasm'}
ENSG00000138594,Approved,"{'Actin filaments', 'Cytosol'}"
ENSG00000138600,Supported,{'Vesicles'}
ENSG00000138604,Approved,{'Mitochondria'}
ENSG00000138606,Approved,{'Nucleoplasm'}
ENSG00000138614,Approved,"{'Mitochondria', 'Nuclear bodies', 'Nuclear membrane', 'Nucleoplasm'}"
ENSG00000138621,Approved,{'Cytosol'}
ENSG00000138629,Approved,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000138639,Approved,"{'Plasma membrane', 'Cytosol'}"
ENSG00000138640,Approved,"{'Cell Junctions', 'Cytosol', 'Nucleoli'}"
ENSG00000138641,Approved,{'Cytosol'}
ENSG00000138642,Approved,{'Cytosol'}
ENSG00000138650,Approved,"{'Vesicles', 'Golgi apparatus', 'Nucleoplasm'}"
ENSG00000138658,Approved,{'Cytosol'}
ENSG00000138660,Supported,{'Golgi apparatus'}
ENSG00000138663,Supported,{'Nuclear speckles'}
ENSG00000138668,Enhanced,{'Nucleoplasm'}
ENSG00000138670,Approved,"{'Vesicles', 'Nucleoplasm'}"
ENSG00000138674,Supported,"{'Vesicles', 'Cytosol'}"
ENSG00000138675,Supported,"{'Nucleoli fibrillar center', 'Cytosol', 'Nucleoplasm'}"
ENSG00000138685,Supported,"{'Nuclear bodies', 'Nucleoplasm'}"
ENSG00000138688,Approved,"{'Centrosome', 'Nucleoplasm'}"
